,region_code,region,total_earners,median_age,income_sum,income_median,income_mean
445,122031424,Beacon Hill - Narraweena,8862,45,633915650,52789,71532
446,122031425,Cromer,5159,46,382536097,54187,74149
447,122031426,Dee Why - North Curl Curl,18639,39,1398910476,56590,75053
448,122031427,Forestville - Killarney Heights,8084,47,728510551,57850,90118
449,122031428,Frenchs Forest - Belrose,16402,47,1360518330,56776,82948
450,122031429,Freshwater - Brookvale,15272,41,1479581370,65059,96882
451,122031430,Manly Vale - Allambie Heights,11047,44,983688004,60000,89046
452,122031431,Narrabeen - Collaroy,16920,45,1399452076,57540,82710
453,122031432,Terrey Hills - Duffys Forest,2535,48,263900907,60431,104103
454,123011433,Camden - Ellis Lane,7604,44,545331304,57815,71716
455,123011434,Elderslie - Harrington Park,14299,41,1025511503,59902,71719
456,123011435,Mount Annan - Currans Hill,19114,38,1276966454,61083,66808
457,123021436,Bradbury - Wedderburn,9865,38,556892121,52403,56451
458,123021437,Campbelltown - Woodbine,10914,38,637748412,52949,58434
459,123021438,Claymore - Eagle Vale - Raby,11337,39,659932447,53912,58211
460,123021439,Holsworthy Military Area,np,np,np,np,np
461,123021440,Ingleburn - Denham Court,14651,38,909173780,54999,62055
462,123021441,Leumeah - Minto Heights,9197,41,516474501,51975,56157
463,123021442,Macquarie Fields - Glenfield,12938,39,725061660,52027,56041
464,123021443,Minto - St Andrews,11609,39,641349295,50974,55246
465,123021444,Rosemeadow - Glen Alpine,11332,41,669948447,52634,59120
466,123031445,Bargo,3383,43,205863337,51970,60852
467,123031446,Douglas Park - Appin,6250,42,446416666,59848,71427
468,123031447,Picton - Tahmoor - Buxton,9937,42,632426594,54667,63644
469,123031448,The Oaks - Oakdale,5721,44,395940983,55234,69208
470,124011449,Blackheath - Megalong Valley,3246,51,176492931,42596,54372
471,124011450,Blaxland - Warrimoo - Lapstone,11790,45,849218216,59852,72029
472,124011451,Blue Mountains - North,12,58,254708,25869,21226
473,124011452,Katoomba - Leura,7636,48,413960285,41824,54212
474,124011453,Lawson - Hazelbrook - Linden,6684,46,398222535,51140,59578
475,124011454,Springwood - Winmalee,13228,46,874231176,55686,66089
476,124011455,Wentworth Falls,3582,51,221860348,46230,61938
477,124021456,Blue Mountains - South,np,np,np,np,np
478,124031457,Cambridge Park,8984,39,532010651,55474,59218
479,124031458,Castlereagh - Cranebrook,16425,37,1086843160,59472,66170
480,124031459,Emu Plains - Leonay,8323,43,575004777,59583,69086
481,124031460,Glenmore Park - Regentville,13138,41,908768227,61491,69171
482,124031461,Jamisontown - South Penrith,9775,40,600984285,55932,61482
483,124031462,Kingswood - Werrington,11821,37,707279917,54792,59832
484,124031463,Mulgoa - Luddenham - Orchard Hills,6818,41,519320317,62066,76169
485,124031464,Penrith,8387,36,498189702,53364,59400
486,124031465,Warragamba - Silverdale,3405,42,222688384,59074,65400
487,124041466,Richmond - Clarendon,7967,43,471132504,52240,59135
488,124041467,Windsor - Bligh Park,8808,40,537681946,54909,61045
489,124041468,Yarramundi - Londonderry,4044,43,253670234,51634,62728
490,124051469,Erskine Park,4275,41,277502068,57383,64913
491,124051470,St Clair,12012,40,730992421,56346,60855
492,124051580,Colyton - Oxley Park,6534,38,366513936,53043,56093
493,124051581,St Marys - North St Marys,8591,37,467216059,51964,54384
494,125011473,Homebush Bay - Silverwater,14546,35,966653680,55965,66455
495,125011475,Rookwood Cemetery,10,49,466610,60000,46661
496,125011582,Auburn - Central,10805,31,433456722,32325,40116
497,125011583,Auburn - North,7441,30,286850136,32879,38550
498,125011584,Auburn - South,4255,37,198089433,38577,46555
499,125011585,Berala,4987,37,235985119,40143,47320
500,125011586,Lidcombe,13691,35,668781152,37619,48848
501,125011587,Regents Park,2807,39,137834158,41863,49104
502,125021476,Carlingford,18523,43,1163430857,46874,62810
503,125021477,Ermington - Rydalmere,13581,40,858380027,52687,63204
504,125021478,Oatlands - Dundas Valley,10558,42,676566797,48984,64081
505,125031479,Chester Hill - Sefton,9309,39,453358514,40939,48701
506,125031480,Fairfield - East,6714,38,316355992,42186,47119
507,125031481,Granville - Clyde,13154,33,611591682,38370,46495
508,125031482,Greystanes - Pemulwuy,15016,42,960321617,55830,63953
509,125031483,Guildford - South Granville,9048,36,421092139,38326,46540
510,125031484,Guildford West - Merrylands West,10759,37,554460493,44981,51535
511,125031485,Merrylands - Holroyd,15896,36,841484647,44805,52937
512,125031486,Smithfield Industrial,69,45,5763251,61002,83525
513,125031487,Yennora Industrial,21,44,1027204,36564,48914
514,125041489,North Parramatta,14076,36,908957710,57007,64575
515,125041490,North Rocks,5073,45,358184558,54292,70606
516,125041491,Northmead,12755,36,870323439,60001,68234
517,125041492,Parramatta - Rosehill,22090,33,1287032357,49808,58263
518,125041493,Toongabbie - Constitution Hill,13304,40,812721649,53591,61089
519,125041494,Winston Hills,6687,44,466235195,58439,69723
520,125041588,Pendle Hill - Girraween,7662,38,468291192,53433,61119
521,125041589,Wentworthville - Westmead,11644,36,734657147,54006,63093
522,126011495,Epping - North Epping,20548,41,1450069932,52345,70570
523,126011496,Pennant Hills - Cheltenham,14041,47,1224240316,60957,87190
524,126021497,Eastwood - Denistone,16606,42,1079471866,46707,65005
525,126021498,Gladesville - Huntleys Point,9656,43,925483954,66968,95845
526,126021499,Hunters Hill - Woolwich,6277,49,996610967,74401,158772
527,126021500,Macquarie Park - Marsfield,13527,37,868903543,52384,64235
528,126021501,North Ryde - East Ryde,9425,41,725959024,58579,77025
529,126021503,West Ryde - Meadowbank,13044,37,854862101,54985,65537
530,126021590,Putney,2841,47,286345526,63725,100790
531,126021591,Ryde,19284,38,1318040874,54936,68349
532,127011504,Ashcroft - Busby - Miller,6515,37,300802060,43238,46171
533,127011505,Austral - Greendale,4982,43,308065058,47654,61836
534,127011506,Cobbitty - Leppington,19285,36,1296057954,60307,67205
535,127011592,Badgerys Creek,14,35,766189,61116,54728
536,127011593,Cecil Hills,4027,43,258995770,54902,64315
537,127011594,Green Valley,6587,40,350546836,49088,53218
538,127011595,Hinchinbrook,6790,39,384525624,50829,56631
539,127011596,Hoxton Park - Carnes Hill - Horningsea Park,6625,39,400935448,55067,60519
540,127011597,West Hoxton - Middleton Grange,8967,39,579715715,56147,64650
541,127021509,Bonnyrigg Heights - Bonnyrigg,8078,39,429210837,47700,53133
542,127021510,Bossley Park - Abbotsbury,9967,43,588898855,50304,59085
543,127021511,Cabramatta - Lansvale,11579,40,524152992,40040,45268
544,127021512,Cabramatta West - Mount Pritchard,8336,39,414083440,45249,49674
545,127021513,Canley Vale - Canley Heights,10320,39,488226608,42403,47309
546,127021514,Edensor Park,5278,41,294004630,48672,55704
547,127021515,Fairfield,6809,39,320159560,41886,47020
548,127021516,Fairfield - West,8544,39,411925917,42025,48212
549,127021517,Greenfield Park - Prairiewood,3914,41,212936307,48549,54404
550,127021518,Horsley Park - Kemps Creek,2707,45,210415857,53225,77730
551,127021519,Smithfield - Wetherill Park,8682,41,459553189,47033,52932
552,127021520,St Johns Park - Wakeley,5550,42,290431663,45737,52330
553,127021521,Wetherill Park Industrial,90,42,8314504,68836,92383
554,127031522,Casula,8406,40,489418384,50946,58223
555,127031523,Chipping Norton - Moorebank,11431,41,741101816,54976,64833
556,127031524,Holsworthy - Wattle Grove,12550,40,862943703,61109,68760
557,127031598,Liverpool,13006,36,675701125,46788,51953
558,127031599,Lurnea - Cartwright,4562,38,224432984,44944,49196
559,127031600,Prestons - Edmondson Park,13131,39,826514504,56630,62944
560,127031601,Warwick Farm,2697,35,139592655,48077,51758
561,128011529,Gymea - Grays Point,11432,45,890159851,60817,77866
562,128011530,Miranda - Yowie Bay,11795,43,853754640,56306,72383
563,128011531,Sylvania - Taren Point,10034,48,764651226,54060,76206
564,128011602,Caringbah,7482,41,525047522,59833,70175
565,128011603,Caringbah South,8188,47,701924019,60902,85726
566,128011604,Cronulla - Kurnell - Bundeena,16071,45,1347348597,62015,83837
567,128011605,Lilli Pilli - Port Hacking - Dolans Bay,2200,48,263060410,64854,119573
568,128011606,Woolaware - Burraneer,5713,46,549523235,65271,96188
569,128021533,Heathcote - Waterfall,4047,45,273830752,58800,67663
570,128021534,Illawong - Alfords Point,7127,47,543074202,60188,76200
571,128021535,Menai - Lucas Heights - Woronora,13808,45,1020067824,60288,73875
572,128021536,Oyster Bay - Como - Jannali,13584,45,1098636878,62503,80877
573,128021537,Royal National Park,12,34,554807,35211,46234
574,128021538,Sutherland - Kirrawee,13198,41,909262822,60526,68894
575,128021607,Engadine,10305,43,701018799,59167,68027
576,128021608,Loftus - Yarrawarrah,4623,45,332556220,59727,71935
577,128021609,Woronora Heights,2518,47,193927974,62317,77017
578,Victoria,,3714224,41,242783096575,51027,65366
579,201011001,Alfredton,7989,42,508645842,53932,63668
580,201011002,Ballarat,7595,47,591465895,53688,77876
581,201011003,Ballarat - North,13598,43,820866354,50593,60367
582,201011004,Ballarat - South,12722,40,646001740,45828,50778
583,201011005,Buninyong,4249,46,268782250,52377,63258
584,201011006,Delacombe,4723,39,259030919,49909,54845
585,201011007,Smythes Creek,2583,46,154296386,53154,59735
586,201011008,Wendouree - Miners Rest,7380,42,371981376,46287,50404
587,201021009,Bacchus Marsh Region,3572,46,219909271,52033,61565
588,201021010,Creswick - Clunes,4294,48,224288996,43736,52233
589,201021011,Daylesford,5363,51,279110353,40825,52044
590,201021012,Gordon (Vicnp),3633,47,219520957,50462,60424
591,201031013,Avoca,1724,50,79881106,39893,46335
592,201031014,Beaufort,2268,48,113026373,41170,49835
593,201031015,Golden Plains - North,2520,46,133035001,47311,52792
594,201031016,Maryborough (Vicnp),3500,47,159929281,40679,45694
595,201031017,Maryborough Region,2476,49,110105628,38664,44469
596,202011018,Bendigo,7941,42,475072846,47893,59825
597,202011019,California Gully - Eaglehawk,6334,41,314714787,46685,49687
598,202011020,East Bendigo - Kennington,8176,46,495279115,48672,60577
599,202011021,Flora Hill - Spring Gully,5407,43,312545998,49582,57804
600,202011022,Kangaroo Flat - Golden Square,10845,42,561632750,47362,51787
601,202011023,Maiden Gully,3289,43,198592966,53063,60381
602,202011024,Strathfieldsaye,5906,44,392318960,55491,66427
603,202011025,White Hills - Ascot,7636,39,428846221,51368,56161
604,202021026,Bendigo Region - South,4634,46,280900232,51446,60617
605,202021027,Castlemaine,5656,50,294803866,42951,52122
606,202021028,Castlemaine Region,5017,51,257579832,41687,51341
607,202021029,Heathcote,2258,51,118081965,43832,52295
608,202021030,Kyneton,5928,47,361501469,47443,60982
609,202021031,Woodend,4410,48,326308186,56116,73993
610,202031032,Bendigo Region - North,2650,48,143085889,47033,53995
611,202031033,Loddon,3601,51,178396632,41119,49541
612,203011034,Bannockburn,4214,42,272091618,54881,64568
613,203011035,Golden Plains - South,4381,46,257883606,49785,58864
614,203011036,Winchelsea,3854,47,241642262,49329,62699
615,203021037,Belmont,8573,40,482411120,47862,56271
616,203021038,Corio - Norlane,11874,39,574277126,44170,48364
617,203021039,Geelong,8404,42,567082988,51932,67478
618,203021040,Geelong West - Hamlyn Heights,12521,41,823997109,55640,65809
619,203021041,Grovedale,16948,39,979549293,50679,57797
620,203021042,Highton,14219,44,991234022,52791,69712
621,203021043,Lara,10905,42,695550429,55149,63783
622,203021044,Leopold,7644,43,432394305,49935,56566
623,203021045,Newcomb - Moolap,8051,43,404793971,45931,50279
624,203021046,Newtown (Vicnp),6779,45,578577575,59470,85349
625,203021047,North Geelong - Bell Park,8438,42,499371085,49851,59181
626,203031048,Clifton Springs,8521,46,476556448,47864,55927
627,203031049,Lorne - Anglesea,3489,53,204684069,41429,58666
628,203031050,Ocean Grove - Barwon Heads,16554,45,1106726616,52476,66856
629,203031051,Portarlington,4318,54,232756097,39988,53904
630,203031052,Point Lonsdale - Queenscliff,2993,57,187031777,43520,62490
631,203031053,Torquay,13537,44,968102182,54955,71515
632,204011054,Alexandra,3692,51,178745287,39452,48414
633,204011055,Euroa,3678,52,170678008,39500,46405
634,204011056,Kilmore - Broadford,8053,44,478157174,51400,59376
635,204011057,Mansfield (Vicnp),5509,49,271056596,39675,49203
636,204011058,Nagambie,2426,48,136354808,47727,56206
637,204011059,Seymour,3386,46,175854431,45393,51936
638,204011060,Seymour Region,2454,44,142371491,52222,58016
639,204011061,Upper Yarra Valley,97,45,4393722,41375,45296
640,204011062,Yea,2109,52,104591106,38638,49593
641,204021063,Benalla,5693,49,286602371,44066,50343
642,204021064,Benalla Region,2223,52,102527719,38640,46121
643,204021065,Rutherglen,2336,48,124265372,47557,53196
644,204021066,Wangaratta,10527,45,571835072,47525,54321
645,204021067,Wangaratta Region,6143,49,309387002,42619,50364
646,204031068,Beechworth,2784,51,144381686,44279,51861
647,204031069,Bright - Mount Beauty,5025,48,242785431,39625,48316
648,204031070,Chiltern - Indigo Valley,1925,48,102707198,48813,53354
649,204031071,Myrtleford,2828,49,140029129,42317,49515
650,204031072,Towong,3605,52,180373785,40331,50034
651,204031073,West Wodonga,8661,43,500719612,51249,57813
652,204031074,Wodonga,15048,42,855249656,51308,56835
653,204031075,Yackandandah,3001,48,171606064,49453,57183
654,205011076,Drouin,9763,43,519415885,47042,53202
655,205011077,Mount Baw Baw Region,3730,49,196651673,42324,52722
656,205011078,Trafalgar (Vicnp),4703,46,268655775,46518,57124
657,205011079,Warragul,12240,45,719419276,47709,58776
658,205021080,Alps - East,3,64,69486,32682,23162
659,205021081,Bairnsdale,8186,46,414390299,43540,50622
660,205021082,Bruthen - Omeo,4665,49,207789722,40078,44542
661,205021083,Lake King,np,np,np,np,np
662,205021084,Lakes Entrance,5343,51,249653503,36991,46725
663,205021085,Orbost,3260,52,142589583,35437,43739
664,205021086,Paynesville,3462,55,165935931,37439,47931
665,205031087,Foster,4997,52,235309719,37285,47090
666,205031088,French Island,43,58,912902,14698,21230
667,205031089,Korumburra,5427,47,270138346,42483,49777
668,205031090,Leongatha,6495,48,346432958,42792,53338
669,205031091,Phillip Island,6534,49,314519370,38038,48136
670,205031092,Wilsons Promontory,9,47,689022,70131,76558
671,205031093,Wonthaggi - Inverloch,12695,49,626371450,39884,49340
672,205041094,Churchill,6326,46,383778070,49120,60667
673,205041095,Moe - Newborough,8017,44,450135024,46041,56148
674,205041096,Morwell,6029,44,306757353,43010,50880
675,205041097,Traralgon,15725,42,1041406472,54079,66226
676,205041098,Yallourn North - Glengarry,2708,44,175516757,51768,64814
677,205051099,Alps - West,19,54,638452,25376,33603
678,205051100,Longford - Loch Sport,2291,50,126611668,42485,55265
679,205051101,Maffra,7910,46,426904680,44993,53970
680,205051102,Rosedale,2281,46,113012698,41947,49545
681,205051103,Sale,8160,44,508292826,49010,62291
682,205051104,Yarram,2856,51,138585338,37232,48524
683,206011105,Brunswick,19004,34,1309245464,57394,68893
684,206011106,Brunswick East,8757,34,617340883,59822,70497
685,206011107,Brunswick West,9397,35,659757301,56381,70209
686,206011108,Coburg,16841,38,1117974297,54887,66384
687,206011109,Pascoe Vale South,6446,42,469076538,59867,72770
688,206021110,Alphington - Fairfield,5937,40,499585182,61806,84148
689,206021111,Northcote,16821,39,1393836804,64111,82863
690,206021112,Thornbury,12125,38,870010964,59278,71753
691,206031113,Ascot Vale,9771,39,788325929,61854,80680
692,206031114,Essendon - Aberfeldie,19182,41,1578870255,61204,82310
693,206031115,Flemington,6212,34,417174462,53463,67156
694,206031116,Moonee Ponds,10067,40,823653935,62722,81817
695,206041117,Carlton,9422,30,563346766,38891,59791
696,206041118,Docklands,11263,32,805035975,55150,71476
697,206041119,East Melbourne,3899,41,515175935,75755,132130
698,206041120,Flemington Racecourse,65,32,4136428,55538,63637
699,206041121,Kensington (Vicnp),7371,36,597499390,67962,81061
700,206041122,Melbourne,27182,30,1426389488,30024,52476
701,206041123,North Melbourne,14582,32,972947841,50074,66723
702,206041124,Parkville,4045,32,292940311,49544,72420
703,206041125,South Yarra - West,5106,39,686411116,70451,134432
704,206041126,Southbank,15422,32,1157743652,53390,75071
705,206041127,West Melbourne,7,41,788762,82813,112680
706,206051128,Albert Park,11685,44,1407013358,67518,120412
707,206051129,Elwood,11046,39,1018116461,68634,92171
708,206051130,Port Melbourne,11132,43,1199212209,76501,107727
709,206051131,Port Melbourne Industrial,610,30,42912061,49381,70348
710,206051132,South Melbourne,8953,38,843708161,65395,94237
711,206051133,St Kilda,20537,34,1596845433,59622,77755
712,206051134,St Kilda East,12218,34,898478780,60012,73537
713,206061135,Armadale,6974,40,778500109,69563,111629
714,206061136,Prahran - Windsor,15150,34,1341199229,66724,88528
715,206061137,South Yarra - East,16272,33,1541734638,66969,94748
716,206061138,Toorak,10071,49,1902471849,75759,188906
717,206071139,Abbotsford,6589,33,515133619,64090,78181
718,206071140,Carlton North - Princes Hill,6129,37,544297185,60116,88807
719,206071141,Collingwood,6380,33,495760238,63876,77705
720,206071142,Fitzroy,7189,35,618516101,60939,86036
721,206071143,Fitzroy North,8812,37,821275019,65192,93200
722,206071144,Richmond (Vicnp),22825,34,2001725264,70247,87699
723,206071145,Yarra - North,6261,40,623334756,70982,99558
724,207011146,Ashburton (Vicnp),4892,46,470750756,62937,96229
725,207011147,Balwyn,11052,48,978070216,51902,88497
726,207011148,Balwyn North,13512,48,1116651925,52750,82641
727,207011149,Camberwell,14501,47,1471718734,61520,101491
728,207011150,Glen Iris - East,11555,46,1180383194,65964,102153
729,207011151,Hawthorn,17287,38,1804137805,59945,104364
730,207011152,Hawthorn East,11148,39,1075346253,62766,96461
731,207011153,Kew,17095,45,1923913619,64299,112542
732,207011154,Kew East,4272,46,396461672,60124,92805
733,207011155,Surrey Hills (West) - Canterbury,11103,48,1244517879,65212,112088
734,207021156,Bulleen,6946,47,457666405,49223,65889
735,207021157,Doncaster,14237,44,845497762,42170,59387
736,207021159,Templestowe,10914,49,873330191,49823,80019
737,207021160,Templestowe Lower,8144,47,531411670,48542,65252
738,207021424,Doncaster East (North),9886,47,598177901,45091,60508
739,207021425,Doncaster East (South),8612,43,488856872,42223,56765
740,207031161,Blackburn,14088,44,1002721718,52500,71176
741,207031162,Blackburn South,6283,45,406026759,49900,64623
742,207031163,Box Hill,12915,38,716762820,39731,55498
743,207031164,Box Hill North,11124,43,739440373,49538,66473
744,207031165,Burwood,7160,37,389826080,36278,54445
745,207031166,Burwood East,6275,43,340557935,41159,54272
746,207031167,Surrey Hills (East) - Mont Albert,6925,46,627006353,60668,90542
747,208011168,Beaumaris,9258,50,880248220,59983,95080
748,208011169,Brighton (Vicnp),16253,50,2240700604,69529,137864
749,208011170,Brighton East,10293,48,1050939851,62676,102102
750,208011171,Cheltenham - Highett (West),7438,43,586614784,61107,78867
751,208011172,Hampton,11547,47,1190343925,62000,103087
752,208011173,Sandringham - Black Rock,11359,50,1172903803,63236,103258
753,208021174,Bentleigh - McKinnon,15047,44,1163915094,57362,77352
754,208021176,Carnegie,11945,37,821610549,54084,68783
755,208021177,Caulfield - North,14662,39,1415250989,60528,96525
756,208021178,Caulfield - South,11675,45,999498852,59427,85610
757,208021179,Elsternwick,8120,41,744225392,63323,91653
758,208021180,Hughesdale,4600,40,313286133,54341,68106
759,208021181,Murrumbeena,6259,40,449869903,55451,71876
760,208021182,Ormond - Glen Huntly,9185,38,673769973,55022,73355
761,208021426,Bentleigh East (North),9401,44,666190272,55684,70864
762,208021427,Bentleigh East (South),8190,44,581029573,55132,70944
763,208031183,Aspendale Gardens - Waterways,5618,46,378036159,53498,67290
764,208031184,Braeside,138,52,11024833,64828,79890
765,208031185,Carrum - Patterson Lakes,7424,46,520598275,55429,70124
766,208031186,Chelsea - Bonbeach,8707,42,581452725,57912,66780
767,208031187,Chelsea Heights,3165,43,190720687,54284,60259
768,208031188,Cheltenham - Highett (East),14549,42,972375731,55868,66835
769,208031189,Edithvale - Aspendale,8202,44,609803309,59805,74348
770,208031190,Mentone,8596,44,620723232,57231,72211
771,208031191,Moorabbin - Heatherton,5592,43,379224910,54256,67816
772,208031192,Moorabbin Airport,8,53,991399,72075,123925
773,208031193,Mordialloc - Parkdale,13021,45,978312968,60719,75133
774,208041194,Malvern - Glen Iris,14437,43,1723656958,69729,119392
775,208041195,Malvern East,14094,43,1432975022,59487,101673
776,209011196,Bundoora - East,5821,42,335066046,47739,57562
777,209011197,Greensborough,13043,44,888741993,56606,68139
778,209011198,Heidelberg - Rosanna,9755,43,732130901,60604,75052
779,209011199,Heidelberg West,8179,37,474931189,49231,58067
780,209011200,Ivanhoe,8255,43,751862734,63441,91080
781,209011201,Ivanhoe East - Eaglemont,5519,49,615687218,67321,111558
782,209011202,Montmorency - Briar Hill,10215,45,763073424,58432,74701
783,209011203,Viewbank - Yallambie,11035,44,740911772,56529,67142
784,209011204,Watsonia,5516,42,355045244,56433,64366
785,209021205,Kingsbury,6278,38,362096331,42110,57677
786,209021207,Reservoir - East,15566,36,837120075,47487,53779
787,209021208,Reservoir - West,13801,39,788634443,48975,57143
788,209021428,Preston - East,12549,37,769622993,52263,61329
789,209021429,Preston - West,7839,40,515395421,54494,65748
790,209031209,Eltham,15220,47,1158311878,58655,76105
791,209031210,Hurstbridge,2195,46,142026155,55808,64704
792,209031211,Kinglake,2329,45,134063877,48674,57563
793,209031212,Panton Hill - St Andrews,3317,49,225009152,50492,67835
794,209031213,Plenty - Yarrambat,6326,46,489333985,58178,77353
795,209031214,Research - North Warrandyte,4402,48,363843373,58242,82654
796,209031215,Wattle Glen - Diamond Creek,9167,45,650862767,58722,71001
797,209041216,Bundoora - North,4471,40,264323637,48434,59120
798,209041217,Bundoora - West,3521,40,181373375,45073,51512
799,209041219,Lalor,11440,37,561186680,43883,49055
800,209041220,Mill Park - North,10984,42,630422132,50871,57395
801,209041221,Mill Park - South,6918,41,379388816,48854,54841
802,209041223,Thomastown,10402,37,505935684,43212,48638
803,209041224,Wallan,11176,39,674638999,54135,60365
804,209041225,Whittlesea,4855,45,303874364,51318,62590
805,209041430,Doreen,13777,39,883536140,57126,64131
806,209041431,Epping - East,7269,39,397058027,49607,54623
807,209041432,Epping - South,4575,38,227446036,45580,49715
808,209041433,Epping - West,6376,37,354530870,50360,55604
809,209041434,Mernda,11828,37,719444686,54937,60826
810,209041435,South Morang (North),7361,40,460065112,55083,62500
811,209041436,South Morang (South),7125,40,416932045,52760,58517
812,209041437,Wollert,7985,35,455614503,51903,57059
813,210011226,Airport West,4842,41,315715682,58506,65204
814,210011227,Essendon Airport,18,53,860119,22966,47784
815,210011228,Keilor,5366,46,368956535,54647,68758
816,210011229,Keilor East,15130,44,979397953,53443,64732
817,210011230,Niddrie - Essendon West,4482,43,322799365,58938,72021
818,210011231,Strathmore,6429,46,516377414,60499,80320
819,210021232,Gisborne,8257,45,604983367,58611,73269
820,210021233,Macedon,2102,49,180783256,60690,86005
821,210021234,Riddells Creek,2656,47,177015584,54717,66647
822,210021235,Romsey,5883,46,388566841,52984,66049
823,210031236,Coburg North,5067,38,316290905,53697,62422
824,210031237,Fawkner,7001,36,354570149,42163,50646
825,210031239,Pascoe Vale,15325,37,1020905273,58013,66617
826,210031438,Glenroy,13495,34,714195466,46600,52923
827,210031439,Gowanbrae,1851,43,131771337,61648,71189
828,210031440,Hadfield,3124,38,180402265,50497,57747
829,210041240,Sunbury,8242,44,544844847,56178,66106
830,210041241,Sunbury - South,17563,41,1095138621,55406,62355
831,210051242,Broadmeadows,6021,33,253651455,36152,42128
832,210051243,Campbellfield - Coolaroo,6474,36,283460614,37155,43784
833,210051245,Gladstone Park - Westmeadows,10202,42,592330444,51616,58060
834,210051246,Greenvale - Bulla,11549,40,749418860,54069,64890
835,210051247,Meadow Heights,5920,36,254401392,39246,42973
836,210051248,Melbourne Airport,63,51,3952798,50700,62743
837,210051249,Roxburgh Park - Somerton,10352,38,511573062,43484,49418
838,210051250,Tullamarine,3683,39,211378766,52864,57393
839,210051441,Craigieburn - Central,4492,38,232623543,47641,51786
840,210051442,Craigieburn - North,6687,38,378434746,51085,56593
841,210051443,Craigieburn - South,10195,36,542810680,48568,53243
842,210051444,Craigieburn - West,9333,35,499406026,49031,53510
843,210051445,Mickleham - Yuroke,6743,34,387777617,53025,57508
844,211011251,Bayswater,7461,40,411512127,50128,55155
845,211011254,Knoxfield - Scoresby,9898,42,586623671,50921,59267
846,211011255,Lysterfield,4541,45,337535274,56336,74331
847,211011256,Rowville - Central,9853,43,596484435,51920,60538
848,211011257,Rowville - North,5082,44,322817353,53111,63522
849,211011258,Rowville - South,7010,45,452198627,53535,64508
850,211011259,Wantirna,8843,44,513411437,48658,58059
851,211011260,Wantirna South,11320,45,672304520,48434,59391
852,211011446,Boronia,13440,41,765298755,51495,56942
853,211011447,Ferntree Gully (North),8275,42,481396362,51491,58175
854,211011448,Ferntree Gully (South) - Upper Ferntree Gully,9344,42,553105326,52396,59194
855,211011449,The Basin,2644,43,161525463,54777,61091
856,211021261,Donvale - Park Orchards,10473,47,819191906,52268,78219
857,211021262,Warrandyte - Wonga Park,6810,48,638324122,57434,93733
858,211031263,Bayswater North,7251,42,432546004,52676,59653
859,211031265,Croydon Hills - Warranwood,11754,45,797312729,55075,67833
860,211031266,Ringwood,10844,40,648525639,50678,59805
861,211031267,Ringwood East,12498,43,796815171,53897,63755
862,211031268,Ringwood North,6168,46,423034560,54948,68585
863,211031450,Croydon - East,9067,40,524401726,52390,57836
864,211031451,Croydon - West,8092,43,502090603,51471,62048
865,211031452,Croydon South,2861,43,169918882,52306,59391
866,211041269,Forest Hill,6407,43,376550036,47612,58772
867,211041270,Mitcham (Vicnp),10599,42,687532322,53085,64868
868,211041271,Nunawading,7287,41,458862985,50739,62970
869,211041272,Vermont,6497,44,407569209,50431,62732
870,211041273,Vermont South,7617,48,464556054,44201,60989
871,211051274,Belgrave - Selby,6372,44,419034816,53055,65762
872,211051275,Chirnside Park,7024,43,442566323,53497,63008
873,211051276,Healesville - Yarra Glen,8182,46,473356408,47104,57853
874,211051277,Kilsyth,5430,41,318001702,51353,58564
875,211051278,Lilydale - Coldstream,11566,44,742521372,52006,64199
876,211051279,Monbulk - Silvan,3592,46,213512520,48222,59441
877,211051280,Montrose,4102,44,262363777,53267,63960
878,211051281,Mooroolbark,13601,41,822290059,52876,60458
879,211051282,Mount Dandenong - Olinda,6085,48,406680978,51924,66833
880,211051283,Mount Evelyn,5976,43,355993575,51498,59571
881,211051284,Upwey - Tecoma,6287,44,401381161,55406,63843
882,211051285,Wandin - Seville,5021,44,313123123,51657,62363
883,211051286,Yarra Valley,9341,45,495455387,46606,53041
884,212011287,Beaconsfield - Officer,11922,38,769755703,56718,64566
885,212011288,Bunyip - Garfield,5567,45,325057688,48943,58390
886,212011289,Emerald - Cockatoo,11140,45,716877715,52792,64352
887,212011290,Koo Wee Rup,4848,42,268607499,48999,55406
888,212011291,Pakenham - North,11529,36,650072404,52165,56386
889,212011292,Pakenham - South,16821,38,928435372,50193,55195
890,212021293,Berwick - North,14015,46,946062133,53002,67504
891,212021294,Berwick - South,15969,41,1005201746,53890,62947
892,212021295,Doveton,5485,36,243165787,42311,44333
893,212021297,Hallam,5791,39,287522045,44234,49650
894,212021299,Narre Warren North,5159,47,387780437,53639,75166
895,212021453,Endeavour Hills - North,6753,41,377032407,48873,55832
896,212021454,Endeavour Hills - South,7785,42,415614307,47321,53387
897,212021455,Narre Warren - North East,7998,41,445488668,50238,55700
898,212021456,Narre Warren - South West,8031,38,411023591,47749,51180
899,212031300,Cranbourne,11063,38,563395009,48067,50926
900,212031301,Cranbourne East,25862,36,1481868147,52844,57299
901,212031302,Cranbourne North,12900,38,714432183,50912,55382
902,212031303,Cranbourne South,7413,39,467874577,55440,63115
903,212031304,Cranbourne West,10528,36,564456340,50591,53615
904,212031305,Hampton Park - Lynbrook,13531,38,667664017,47257,49343
905,212031306,Lynbrook - Lyndhurst,9537,38,554016945,52114,58091
