,region_code,region,total_earners,median_age,income_sum,income_median,income_mean
1830,505021085,Balga - Mirrabooka,10186,36,492055722,44776,48307
1831,505021086,Dianella,14899,45,977826449,50293,65630
1832,505021087,Herdsman,np,np,np,np,np
1833,505021088,Innaloo - Doubleview,11522,37,884996681,63614,76809
1834,505021089,Karrinyup - Gwelup - Carine,13389,46,1081146031,60009,80749
1835,505021090,Nollamara - Westminster,11250,35,610940403,49588,54306
1836,505021091,Osborne Park Industrial,306,38,23952100,48762,78275
1837,505021092,Scarborough,11903,37,916838996,62503,77026
1838,505021093,Stirling - Osborne Park,9255,40,647560571,53192,69969
1839,505021094,Trigg - North Beach - Watermans Bay,5303,48,518917263,62779,97854
1840,505021095,Tuart Hill - Joondanna,8074,37,519560587,54991,64350
1841,505021096,Wembley Downs - Churchlands - Woodlands,9399,47,875040681,59401,93099
1842,505021097,Yokine - Coolbinia - Menora,10434,42,783007075,55404,75044
1843,505031098,Alexander Heights - Koondoola,6154,42,321286265,47109,52208
1844,505031099,Butler - Merriwa - Ridgewood,12405,39,734588680,50939,59217
1845,505031100,Carramar,10617,38,681695778,56599,64208
1846,505031101,Clarkson,8084,38,485351185,52889,60038
1847,505031102,Girrawheen,4090,38,197498301,44075,48288
1848,505031103,Madeley - Darch - Landsdale,17099,40,1141329541,55311,66748
1849,505031104,Marangaroo,5627,41,297774797,47075,52919
1850,505031105,Mindarie - Quinns Rocks - Jindalee,12619,45,902810985,54964,71544
1851,505031106,Neerabup National Park,np,np,np,np,np
1852,505031107,Tapping - Ashby - Sinagra,7885,41,524383377,56540,66504
1853,505031108,Wanneroo,15984,40,1018578911,54093,63725
1854,505031255,Alkimos - Eglinton,6815,35,454562269,59000,66700
1855,505031256,Carabooda - Pinjar,492,47,32667720,44480,66398
1856,505031257,Two Rocks,1867,44,119206950,51831,63849
1857,505031258,Yanchep,5501,41,352469613,53521,64074
1858,506011110,Armadale - Wungong - Brookdale,10329,38,569685885,50973,55154
1859,506011111,Ashendon - Lesley,8,29,488813,47199,61102
1860,506011112,Camillo - Champion Lakes,2945,41,162089066,49424,55039
1861,506011113,Forrestdale - Harrisdale - Piara Waters,14662,36,1032763188,63145,70438
1862,506011114,Kelmscott,5696,43,326764028,49769,57367
1863,506011115,Mount Nasura - Mount Richon - Bedfordale,5082,46,341738627,54954,67245
1864,506011116,Roleystone,4592,47,319427640,54946,69562
1865,506011117,Seville Grove,5898,37,345110019,53275,58513
1866,506021118,Belmont - Ascot - Redcliffe,8861,39,576835039,54589,65098
1867,506021119,East Victoria Park - Carlisle,10474,37,719822143,56185,68725
1868,506021120,Kewdale Commercial,31,47,2312646,60649,74601
1869,506021121,Perth Airport,9,34,667061,38518,74118
1870,506021122,Rivervale - Kewdale - Cloverdale,15850,37,981784828,53486,61942
1871,506021123,Victoria Park - Lathlain - Burswood,10305,37,733443629,55500,71174
1872,506031124,Bentley - Wilson - St James,11332,34,592770895,41654,52309
1873,506031125,Canning Vale - West,6656,45,433190365,51923,65083
1874,506031126,Canning Vale Commercial,61,47,7158082,58372,117346
1875,506031127,Cannington - Queens Park,11734,34,599103630,43458,51057
1876,506031128,Parkwood - Ferndale - Lynwood,8362,42,472305096,48733,56482
1877,506031129,Riverton - Shelley - Rossmoyne,8682,47,624826954,49160,71968
1878,506031130,Welshpool,106,50,8266305,68718,77984
1879,506031131,Willetton,11172,45,720339605,50679,64477
1880,506041132,Beckenham - Kenwick - Langford,11014,37,576794780,47541,52369
1881,506041133,Canning Vale - East,14028,41,901492297,53192,64264
1882,506041134,Gosnells,10237,40,539046388,49020,52657
1883,506041135,Huntingdale - Southern River,12080,40,773349305,55215,64019
1884,506041136,Maddington - Orange Grove - Martin,7592,39,422323527,49320,55627
1885,506041137,Thornlie,13137,43,738092984,49890,56184
1886,506051138,Forrestfield - Wattle Grove,11173,41,719470415,55729,64394
1887,506051139,High Wycombe,7296,41,472133406,56880,64711
1888,506051140,Kalamunda - Maida Vale - Gooseberry Hill,9626,49,691481783,53575,71835
1889,506051141,Lesmurdie - Bickley - Carmel,7143,48,489801182,51278,68571
1890,506061142,Byford,10923,37,731234566,59206,66944
1891,506061143,Mundijong,4437,44,305234326,54090,68793
1892,506061144,Serpentine - Jarrahdale,2500,48,169115956,54791,67646
1893,506071145,Como,9327,40,715860257,58141,76751
1894,506071146,Manning - Waterford,6758,45,532022964,53337,78725
1895,506071147,South Perth - Kensington,11322,45,1090576936,62240,96324
1896,507011148,Banjup,12255,39,872597217,60059,71203
1897,507011150,Bibra Industrial,87,51,6160515,58756,70811
1898,507011151,Bibra Lake,np,np,np,np,np
1899,507011152,Coogee,6031,44,445526248,58382,73873
1900,507011153,Coolbellup,4761,41,301845250,55503,63400
1901,507011154,Hamilton Hill,6242,40,368966647,51341,59110
1902,507011155,Henderson,25,48,2635018,73896,105401
1903,507011158,North Coogee,2224,47,221363024,74499,99534
1904,507011159,South Lake - Cockburn Central,7158,40,437465442,53736,61116
1905,507011160,Spearwood,6330,42,389614230,52084,61550
1906,507011161,Success - Hammond Park,10063,37,700044714,60765,69566
1907,507011163,Yangebup,4527,41,287543683,56223,63517
1908,507011259,Beeliar - Wattleup,5701,39,392101750,58957,68778
1909,507011260,Jandakot,1771,49,133525015,57887,75395
1910,507021164,East Fremantle,4992,48,477836204,64313,95720
1911,507021165,Fremantle,10430,44,890734352,58399,85401
1912,507021166,Fremantle - South,9218,44,679352776,55073,73699
1913,507021167,O'Connor (WA),117,48,24791467,97790,211893
1914,507031169,Bertram - Wellard (West),9715,36,625620371,58447,64397
1915,507031170,Calista,3507,41,192279006,49545,54827
1916,507031172,Hope Valley - Postans,48,47,2583453,47777,53822
1917,507031173,Kwinana Industrial,43,48,3415401,72906,79428
1918,507031174,Parmelia - Orelia,5551,41,311298999,50904,56080
1919,507031261,Casuarina - Wandi,4432,36,307335401,61237,69345
1920,507041175,Applecross - Ardross,7865,48,849450008,59479,108004
1921,507041176,Bateman,2432,45,173989172,52313,71542
1922,507041177,Bicton - Palmyra,8880,45,713455684,60125,80344
1923,507041178,Booragoon,9750,48,832863697,56192,85422
1924,507041179,Bull Creek,4837,48,330482086,49409,68324
1925,507041180,Leeming,7285,46,513443773,54137,70480
1926,507041181,Melville,10735,46,950791336,60821,88569
1927,507041182,Murdoch - Kardinya,7946,46,503596842,47126,63377
1928,507041183,Willagee,2668,40,180760636,57179,67751
1929,507041184,Winthrop,4118,48,292448576,47572,71017
1930,507051185,Baldivis,21363,37,1509891467,61246,70678
1931,507051186,Cooloongup,4174,43,235501055,50471,56421
1932,507051187,Port Kennedy,7581,43,497607811,55043,65639
1933,507051188,Rockingham,8099,46,507283598,51913,62635
1934,507051189,Rockingham Lakes,np,np,np,np,np
1935,507051190,Safety Bay - Shoalwater,6513,48,416724679,50128,63984
1936,507051191,Singleton - Golden Bay - Secret Harbour,12632,41,924156827,59663,73160
1937,507051192,Waikiki,7029,44,450068149,53791,64030
1938,507051193,Warnbro,5778,42,358198984,52381,61994
1939,509011225,Albany,8598,49,494489726,44916,57512
1940,509011226,Albany Region,2234,49,109642305,39886,49079
1941,509011227,Bayonet Head - Lower King,2967,47,168925427,46864,56935
1942,509011228,Denmark,3588,52,164923801,33644,45965
1943,509011229,Gnowangerup,1831,44,124185621,53564,67824
1944,509011230,Katanning,2544,44,144249585,47218,56702
1945,509011231,Kojonup,2647,47,157588803,48510,59535
1946,509011232,Little Grove - Elleker,2087,51,113886594,45125,54570
1947,509011233,McKail - Willyung,6202,43,322239180,46098,51957
1948,509011234,Plantagenet,3058,49,147548623,39813,48250
1949,509011235,Stirling Range National Park,np,np,np,np,np
1950,509021236,Chittering,3363,48,226802354,54300,67440
1951,509021237,Cunderdin,2159,48,163632737,55227,75791
1952,509021238,Dowerin,2407,48,189984088,54473,78930
1953,509021239,Gingin - Dandaragan,5114,49,305622355,42296,59762
1954,509021240,Merredin,2779,46,230537667,55851,82957
1955,509021241,Moora,2954,46,243300560,60003,82363
1956,509021242,Mukinbudin,1671,48,135087285,61982,80842
1957,509021243,Northam,5488,46,334057879,52332,60871
1958,509021244,Toodyay,2504,52,152231148,49286,60795
1959,509021245,York - Beverley,2892,52,183046069,47914,63294
1960,509031246,Brookton,2192,50,158474515,53963,72297
1961,509031247,Kulin,2976,46,223589440,58036,75131
1962,509031248,Murray,1373,46,96215897,58246,70077
1963,509031249,Narrogin,2390,46,146538715,51584,61313
1964,509031250,Wagin,3063,49,203077465,51713,66300
1965,510011262,Broome,8536,39,587259701,59846,68798
1966,510011263,Derby - West Kimberley,2856,40,160942294,49170,56352
1967,510011264,Halls Creek,879,37,46112246,42859,52460
1968,510011265,Kununurra,4097,39,272251488,59001,66451
1969,510011266,Roebuck,527,39,30885122,41935,58606
1970,510021267,East Pilbara,255,44,19323138,68595,75777
1971,510021268,Newman,2686,37,242585920,80705,90315
1972,510021269,Port Hedland,2868,38,307948508,97914,107374
1973,510021270,South Hedland,5902,37,517557972,81653,87692
1974,510031271,Ashburton (WA),3326,39,327350318,96546,98422
1975,510031272,Karratha,10145,37,941183755,79350,92773
1976,510031273,Roebourne,2305,39,217839624,82479,94507
1977,511011274,Esperance,7351,46,466967730,49541,63524
1978,511011275,Esperance Region,1991,46,156650776,53441,78679
1979,511021276,Carnarvon,2760,44,159928843,48690,57945
1980,511021277,Exmouth,2455,41,152610897,48387,62163
1981,511031278,Boulder,4131,40,300865239,64951,72831
1982,511031279,Kalgoorlie,8694,39,698005299,68718,80286
1983,511031280,Kalgoorlie - North,5507,38,467950388,75961,84974
1984,511031281,Kalgoorlie Airport,np,np,np,np,np
1985,511031282,Kambalda - Coolgardie - Norseman,1998,44,148996290,63109,74573
1986,511031283,Leinster - Leonora,817,42,56953118,65315,69710
1987,511031284,Trafalgar (WA),np,np,np,np,np
1988,511041285,Geraldton,6370,46,396565791,49106,62255
1989,511041286,Geraldton - East,4134,44,254271855,52111,61507
1990,511041287,Geraldton - North,4867,43,326652905,56244,67116
1991,511041288,Geraldton - South,6209,44,454352167,59996,73176
1992,511041289,Irwin,2038,51,134344449,49019,65920
1993,511041290,Meekatharra,962,48,52489864,46754,54563
1994,511041291,Morawa,2106,48,164574642,55262,78146
1995,511041292,Northampton - Mullewa - Greenough,3240,50,225922798,46621,69729
1996,Tasmania,,297556,44,16683098675,47352,56067
1997,601011001,Bridgewater - Gagebrook,2888,38,125205678,42142,43354
1998,601011002,Brighton - Pontville,3390,40,189506572,51953,55902
1999,601011003,Old Beach - Otago,2945,44,176223203,54747,59838
2000,601021004,Bellerive - Rosny,3941,47,242633301,49061,61566
2001,601021005,Cambridge,5383,47,358912081,57530,66675
2002,601021006,Geilston Bay - Risdon,2119,45,127886810,55372,60352
2003,601021007,Howrah - Tranmere,6954,46,426811435,53789,61376
2004,601021008,Lindisfarne - Rose Bay,4575,47,272553705,49831,59575
2005,601021009,Mornington - Warrane,2359,37,114614855,46438,48586
2006,601021010,Risdon Vale,1233,38,58036866,46017,47070
2007,601021011,Rokeby,3224,36,159180416,47224,49374
2008,601021012,South Arm,2868,48,177774127,54241,61985
2009,601031013,Austins Ferry - Granton,2558,44,147184580,53270,57539
2010,601031014,Berriedale - Chigwell,2986,41,155199987,49349,51976
2011,601031015,Claremont (Tasnp),4261,40,214639891,47502,50373
2012,601031016,Derwent Park - Lutana,2374,38,116692222,46359,49154
2013,601031017,Glenorchy,5927,38,270358237,43106,45615
2014,601031018,Montrose - Rosetta,2845,43,151114733,49405,53116
2015,601031019,Moonah,3288,37,161855842,45548,49226
2016,601031020,New Norfolk,3362,42,169899575,47181,50535
2017,601031021,West Moonah,2517,37,124966355,45233,49649
2018,601041022,Kingston - Huntingfield,7065,41,392533354,49062,55560
2019,601041023,Kingston Beach - Blackmans Bay,6746,46,419219111,51873,62143
2020,601041024,Margate - Snug,4676,45,273797632,52339,58554
2021,601041025,Mount Wellington,np,np,np,np,np
2022,601041026,Taroona - Bonnet Hill,2312,50,158030305,53187,68352
2023,601051027,Hobart,5843,38,378122664,44945,64714
2024,601051028,Lenah Valley - Mount Stuart,5709,43,370172625,54854,64840
2025,601051029,Mount Nelson - Dynnyrne,3187,42,206109366,46942,64672
2026,601051030,New Town,3855,40,231950657,48801,60169
2027,601051031,Sandy Bay,8204,44,616270118,45135,75118
2028,601051032,South Hobart - Fern Tree,4121,44,266159071,51246,64586
2029,601051033,West Hobart,4124,43,281125960,54575,68168
2030,601061034,Dodges Ferry - Lewisham,4538,46,238237664,47650,52498
2031,601061035,Sorell - Richmond,5245,44,280167695,49461,53416
2032,602011036,Invermay,1630,38,75784643,41323,46494
2033,602011037,Kings Meadows - Punchbowl,2424,41,134288854,49083,55400
2034,602011038,Launceston,3388,45,242267444,52402,71508
2035,602011039,Legana,2510,46,145877147,50309,58118
2036,602011040,Mowbray,1888,35,74798100,35350,39618
2037,602011041,Newnham - Mayfield,4275,38,190954843,40855,44668
2038,602011042,Newstead,2897,45,205962931,54180,71095
2039,602011043,Norwood (Tasnp),2243,47,134413091,50277,59926
2040,602011044,Prospect Vale - Blackstone,3804,46,224109864,50783,58914
2041,602011045,Ravenswood,1434,42,56475957,37411,39384
2042,602011046,Riverside,4099,45,246621209,49722,60166
2043,602011047,South Launceston,2462,39,137261791,49229,55752
2044,602011048,Summerhill - Prospect,2635,42,139888598,49812,53089
2045,602011049,Trevallyn,2954,44,189585722,54250,64179
2046,602011050,Waverley - St Leonards,1890,41,97554133,47935,51616
2047,602011051,West Launceston,2526,45,148674825,49650,58858
2048,602011052,Youngtown - Relbia,2786,46,164964338,50099,59212
2049,602021053,Beauty Point - Beaconsfield,1858,52,91714803,40942,49362
2050,602021054,Deloraine,3149,48,152807262,40068,48526
2051,602021055,Grindelwald - Lanena,3337,50,175714684,43673,52656
2052,602021056,Hadspen - Carrick,2026,44,112025683,50327,55294
2053,602021057,Westbury,2238,48,116495838,44782,52054
2054,602031058,Dilston - Lilydale,2522,49,138236107,48381,54812
2055,602031059,George Town,3122,47,161270893,45596,51656
2056,602031060,Longford,2236,47,122205361,46207,54654
2057,602031061,Northern Midlands,1950,46,109269320,44036,56036
2058,602031062,Perth - Evandale,3045,47,173215269,49508,56885
2059,602031064,St Helens - Scamander,2995,51,124364771,32551,41524
2060,602031099,Flinders and Cape Barren Islands,525,53,25283446,39303,48159
2061,602031100,Scottsdale - Bridport,3547,48,163998938,41073,46236
2062,603011065,Central Highlands,1187,48,66081181,42583,55671
2063,603011066,Derwent Valley,1714,46,89180971,48312,52031
2064,603011067,Southern Midlands,3421,46,182728712,46491,53414
2065,603011068,Wilderness - East,17,35,809522,34340,47619
2066,603021069,Bruny Island - Kettering,1846,54,98534412,39431,53377
2067,603021070,Cygnet,2429,48,173972764,37150,71623
2068,603021071,Geeveston - Dover,2003,49,93796511,40116,46828
2069,603021072,Huonville - Franklin,4992,45,261912683,45850,52466
2070,603031073,Forestier - Tasman,1208,53,50260525,34924,41606
2071,603031074,Triabunna - Bicheno,2621,51,118308065,37554,45139
2072,604011075,Acton - Upper Burnie,1497,39,72096193,46413,48160
2073,604011076,Burnie - Ulverstone Region,3095,47,161127759,46160,52061
2074,604011077,Burnie - Wivenhoe,1966,42,106422889,46636,54132
2075,604011078,Parklands - Camdale,3327,45,211180903,50352,63475
2076,604011079,Penguin - Sulphur Creek,2916,47,166828768,48863,57212
2077,604011080,Romaine - Havenview,1881,43,107168320,50946,56974
2078,604011081,Somerset,2003,46,110662656,48454,55248
2079,604011082,Ulverstone,3627,47,183600340,45100,50620
2080,604011083,West Ulverstone,2057,47,108386170,45060,52691
2081,604011084,Wynyard,3029,47,169999663,47899,56124
2082,604021085,Devonport,7329,44,364247428,43811,49699
2083,604021086,East Devonport,2196,45,99880787,38655,45483
2084,604021087,Latrobe,2638,43,137485102,46952,52117
2085,604021088,Miandetta - Don,2128,44,119824459,48345,56308
2086,604021089,Port Sorell,3392,50,208329384,48039,61418
2087,604021090,Quoiba - Spreyton,1885,44,106492181,50342,56495
2088,604021091,Sheffield - Railton,3473,48,162188295,41793,46700
2089,604021092,Turners Beach - Forth,2076,48,118216609,48501,56944
2090,604031093,King Island,1019,48,56692597,45668,55636
2091,604031094,North West,2360,45,110795922,42260,46947
2092,604031095,Smithton,2152,44,111330264,46599,51733
2093,604031096,Waratah,2063,48,106806743,44476,51773
2094,604031097,West Coast (Tasnp),1985,45,115705864,49789,58290
2095,604031098,Wilderness - West,np,np,np,np,np
2096,Northern Territory,,125727,39,8892810933,61517,70731
2097,701011001,Darwin Airport,11,40,650608,59048,59146
2098,701011002,Darwin City,5632,33,420609031,57789,74682
2099,701011003,East Point,11,41,770344,68604,70031
2100,701011004,Fannie Bay - The Gardens,2416,42,237226706,70817,98190
2101,701011005,Larrakeyah,2721,36,228923566,65135,84132
2102,701011006,Ludmilla - The Narrows,1406,40,102447589,62616,72865
2103,701011007,Parap,1810,40,159828824,71724,88303
2104,701011008,Stuart Park,3068,36,226463943,65094,73815
2105,701011009,Woolner - Bayview - Winnellie,3027,39,222134648,60886,73384
2106,701021010,Alawa,1360,40,83683694,53909,61532
2107,701021011,Anula,1489,43,105895357,65013,71118
2108,701021012,Berrimah,749,42,57550377,62943,76836
2109,701021013,Brinkin - Nakara,2344,39,158124305,53870,67459
2110,701021014,Buffalo Creek,np,np,np,np,np
2111,701021015,Charles Darwin,np,np,np,np,np
2112,701021016,Coconut Grove,1921,36,124407208,56144,64762
2113,701021017,East Arm,44,48,2818882,66095,64066
2114,701021018,Jingili,1124,43,79558187,60226,70781
2115,701021019,Karama,2816,40,172800115,55535,61364
2116,701021020,Leanyer,3019,42,215363511,63470,71336
2117,701021021,Lyons (NT),3427,36,286687850,76696,83656
2118,701021022,Malak - Marrara,2602,43,198066025,60961,76121
2119,701021023,Millner,1712,39,107280985,56132,62664
2120,701021024,Moil,1226,41,80354298,58281,65542
2121,701021025,Nightcliff,2614,38,218131899,66004,83448
2122,701021026,Rapid Creek,2265,39,170824577,63354,75419
2123,701021027,Tiwi,1445,41,102993658,63645,71276
2124,701021028,Wagaman,1351,39,79079785,51584,58534
2125,701021029,Wanguri,1143,44,83842791,62437,73353
2126,701021030,Wulagi,1517,42,109111567,64884,71926
2127,701031031,Howard Springs,2517,42,188542406,68194,74908
2128,701031032,Humpty Doo,5441,43,406402623,66165,74693
2129,701031033,Koolpinyah,16,24,1049743,68462,65609
2130,701031034,Virginia,2091,44,148427325,62214,70984
2131,701031035,Weddell,2497,44,173173270,59992,69353
2132,701041036,Bakewell,2054,38,141313863,65635,68799
2133,701041037,Driver,1735,39,119352362,61909,68791
2134,701041038,Durack - Marlow Lagoon,2938,38,235703839,73293,80226
2135,701041039,Gray,1830,39,114551553,58192,62596
2136,701041040,Moulden,1570,40,95606396,58499,60896
2137,701041041,Palmerston - North,2997,37,228532710,70438,76254
2138,701041042,Palmerston - South,3460,32,263299983,72280,76098
2139,701041043,Rosebery - Bellamack,3998,35,302494111,70617,75661
2140,701041044,Woodroffe,1932,39,132228914,63177,68441
2141,702011045,Charles,4476,40,259130862,49669,57893
2142,702011046,East Side,3560,38,244960646,61363,68809
2143,702011047,Flynn (NT),2988,38,194887324,60329,65223
2144,702011048,Larapinta,3117,40,227589315,66432,73016
2145,702011049,Mount Johns,2572,37,191630475,64281,74506
2146,702011050,Petermann - Simpson,860,32,45555592,51461,52972
2147,702011051,Ross,1149,46,81319668,64301,70774
2148,702011052,Sandover - Plenty,380,39,13788442,22345,36285
2149,702011053,Tanami,348,37,14458756,30130,41548
2150,702011054,Yuendumu - Anmatjere,300,40,16523331,42536,55078
2151,702021055,Barkly,334,36,14778057,34613,44246
2152,702021056,Tennant Creek,1492,40,96367650,59872,64590
2153,702031057,Alligator,2084,46,128676809,53405,61745
2154,702031058,Daly,357,43,14569210,37178,40810
2155,702031059,Thamarrurr,513,39,22666402,33648,44184
2156,702031060,Tiwi Islands,421,38,17928000,34936,42584
2157,702031061,West Arnhem,374,37,12815021,25957,34265
2158,702041062,Anindilyakwa,671,39,52330486,61345,77989
2159,702041063,East Arnhem,949,39,36199832,27242,38145
2160,702041064,Nhulunbuy,2214,41,177196018,71369,80034
2161,702051065,Elsey,449,36,21495550,32648,47874
2162,702051066,Gulf,730,40,30535959,31089,41830
2163,702051067,Katherine,5681,38,378070556,62499,66550
2164,702051068,Victoria River,301,37,12968083,34493,43083
2165,Australian Capital Territory,,277923,41,21483916175,66594,77302
2166,801011001,Aranda,1707,48,148175678,70246,86805
2167,801011002,Belconnen,4825,32,297267207,56580,61610
2168,801011003,Bruce,4669,34,327057827,58418,70049
2169,801011004,Charnwood,1760,39,106962075,58169,60774
2170,801011005,Cook,1978,46,154377517,68674,78047
2171,801011006,Dunlop,4567,41,324827821,67903,71125
2172,801011007,Evatt,3567,43,246536706,62317,69116
2173,801011008,Florey,3131,42,211359310,59613,67505
2174,801011009,Flynn (ACT),2279,43,162514950,65275,71310
2175,801011010,Fraser,1391,47,100629615,62694,72343
2176,801011011,Giralang,2226,42,159832779,62091,71803
2177,801011012,Gooromon,np,np,np,np,np
2178,801011013,Hawker,2104,48,167132918,62072,79436
2179,801011014,Higgins,1926,42,127337676,60568,66115
2180,801011015,Holt,2983,41,189634128,59700,63572
2181,801011016,Kaleen,4994,43,340848799,58111,68252
2182,801011017,Latham,2408,42,157718692,60166,65498
2183,801011018,Lawson,1525,30,104977692,65253,68838
2184,801011019,Macgregor (ACT),4455,38,308551830,66406,69260
2185,801011020,Macquarie,1832,42,127897678,58363,69813
2186,801011021,McKellar,1913,47,140160099,61829,73267
2187,801011022,Melba,2034,45,142396344,61313,70008
2188,801011023,Page,1806,41,111181168,54782,61562
2189,801011024,Scullin,1884,40,121928588,57988,64718
2190,801011025,Spence,1612,43,110241086,63501,68388
2191,801011026,Weetangera,1851,48,155131369,68923,83809
2192,801011111,Molonglo Corridor,6,31,712145,171110,118691
2193,801011112,West Belconnen,10,43,600718,62600,60072
2194,801031031,Hume,18,43,1556130,49896,86452
2195,801031032,Kowen,15,45,1738802,85258,115920
2196,801031113,Canberra East,430,46,22555129,49149,52454
2197,801031114,Canberra Airport,65,41,4734541,74961,72839
2198,801031115,Majura,142,48,11352041,69472,79944
2199,801041034,Amaroo,3729,42,280389725,68625,75192
2200,801041035,Bonner,4077,38,298076101,66750,73112
2201,801041036,Casey,4022,36,310595324,72609,77224
2202,801041037,Crace,3049,37,249692987,74155,81893
2203,801041038,Forde,2709,41,239215782,81098,88304
2204,801041039,Franklin,4741,35,324388261,61626,68422
2205,801041040,Gungahlin,4774,35,299272536,54380,62688
2206,801041043,Hall,255,50,24894544,64135,97626
2207,801041044,Harrison,5286,36,385700725,65766,72966
2208,801041045,Mitchell,44,48,3734737,63640,84880
2209,801041046,Ngunnawal,6880,38,471417648,63641,68520
2210,801041047,Nicholls,4801,48,394556549,68383,82182
2211,801041048,Palmerston,3767,40,261283669,62621,69361
2212,801041116,Gungahlin - East,np,np,np,np,np
2213,801041117,Gungahlin - West,np,np,np,np,np
2214,801041118,Jacka,396,35,26541635,65692,67024
2215,801041119,Kenny,np,np,np,np,np
2216,801041120,Moncrieff,2477,35,172768105,66853,69749
2217,801041121,Taylor,276,34,18914440,64497,68531
2218,801041122,Throsby,518,36,38141069,64018,73631
2219,801051049,Acton,552,23,10752338,10433,19479
2220,801051050,Ainslie,3374,46,295325279,70135,87530
2221,801051051,Braddon,3809,32,307164765,76078,80642
2222,801051053,Civic,2502,31,183527355,55143,73352
2223,801051054,Dickson,1849,35,130230160,63613,70433
2224,801051055,Downer,2552,39,185147109,61938,72550
2225,801051056,Hackett,2015,46,168057063,71236,83403
2226,801051057,Lyneham,3627,38,269078637,64959,74188
2227,801051058,O'Connor (ACT),3854,42,336677579,69397,87358
2228,801051060,Turner,2902,34,240087797,73692,82732
2229,801051061,Watson,3981,39,305523371,69096,76745
2230,801051123,Black Mountain,np,np,np,np,np
2231,801051124,Campbell,2894,45,293424839,78780,101391
2232,801051125,Duntroon,804,21,49941441,54135,62116
2233,801051126,Parkes (ACT) - North,np,np,np,np,np
2234,801051127,Reid,1086,44,103203998,66673,95031
2235,801051128,Russell,11,31,1094604,100007,99509
2236,801061062,Deakin,2201,51,260832335,80679,118506
2237,801061063,Forrest,1364,49,205160096,90598,150411
2238,801061064,Griffith (ACT),3529,43,381863498,83402,108207
2239,801061066,Lake Burley Griffin,np,np,np,np,np
2240,801061067,Narrabundah,3900,43,349033021,73822,89496
2241,801061068,Parkes (ACT) - South,5,36,530492,114930,106098
2242,801061069,Red Hill (ACT),2101,49,265443458,81124,126341
2243,801061070,Yarralumla,2307,53,274017764,77694,118777
2244,801061129,Barton,1389,39,145080234,88975,104449
2245,801061130,Fyshwick,84,47,6148124,57200,73192
2246,801061131,Kingston (ACT),4301,36,436466499,87443,101480
2247,801071071,Banks,3256,41,228022557,65733,70031
2248,801071072,Bonython,2565,42,183805908,65022,71659
2249,801071073,Calwell,3876,42,287137932,66140,74081
2250,801071074,Chisholm,3434,42,235691418,63997,68635
2251,801071075,Conder,3369,43,244400852,66362,72544
2252,801071076,Fadden,2146,50,185758362,74537,86560
2253,801071077,Gilmore,1767,42,123614218,66258,69957
2254,801071078,Gordon (ACT),5226,43,374280004,66172,71619
2255,801071079,Gowrie (ACT),2049,44,149380483,65283,72904
2256,801071080,Greenway,2080,36,148909073,65718,71591
2257,801071081,Isabella Plains,2807,41,186826575,62676,66557
2258,801071082,Kambah,9900,46,701142038,62266,70822
2259,801071083,Macarthur,955,47,73648917,67698,77119
2260,801071084,Monash,3624,47,254531573,63278,70235
2261,801071085,Mount Taylor,np,np,np,np,np
2262,801071086,Oxley (ACT),1117,47,78443189,61990,70227
2263,801071087,Richardson,1934,41,124907199,60262,64585
2264,801071088,Theodore,2567,42,180774127,65538,70422
2265,801071089,Tuggeranong,5,48,281891,67450,56378
2266,801071090,Wanniassa,5021,44,354947544,63035,70693
2267,801071132,Tuggeranong - West,10,28,213480,16762,21348
2268,801081091,Chapman,1959,51,186427621,74951,95165
2269,801081092,Duffy,2185,46,178479295,68549,81684
2270,801081093,Fisher,1929,44,144686433,66136,75006
2271,801081094,Holder,1803,45,137395139,67752,76204
2272,801081095,Rivett,1959,44,142052304,64951,72513
2273,801081096,Stirling,1315,49,94244644,64361,71669
2274,801081097,Waramanga,1655,45,125871583,68077,76055
2275,801081098,Weston,2466,47,199412935,68966,80865
2276,801081133,Scrivener,np,np,np,np,np
2277,801091099,Chifley,1728,41,129660300,64530,75035
2278,801091100,Curtin,3649,47,335062175,72271,91823
2279,801091101,Farrer,2394,48,205250556,68004,85735
2280,801091102,Garran,2202,47,227947232,77759,103518
2281,801091103,Hughes,2015,49,190668650,73574,94625
2282,801091104,Isaacs,1728,52,148835273,70614,86132
2283,801091105,Lyons (ACT),2144,40,154902709,59655,72249
2284,801091106,Mawson,2288,42,177225180,62131,77459
2285,801091107,O'Malley,725,53,86233213,72904,118942
2286,801091108,Pearce,1775,47,156154714,71870,87974
2287,801091109,Phillip,2665,34,202204199,73101,75874
2288,801091110,Torrens,1516,46,124494941,68967,82121
2289,801101134,Arboretum,4,65,483124,67509,120781
2290,801101135,Coombs,2270,35,179834174,74179,79222
2291,801101136,Denman Prospect,416,38,41056005,90337,98692
2292,801101137,Molonglo,np,np,np,np,np
2293,801101138,Molonglo - North,np,np,np,np,np
2294,801101139,Wright,2121,35,182421537,79150,86007
2295,801111140,ACT - South West,355,40,26069449,64227,73435
2296,801111141,Namadgi,18,27,706999,40479,39278
2297,,,,,,,
2298,Totals may not align with the sum of their components due to missing or unpublished information in the underlying data and perturbationnp,,,,,,
2299,np - not published to protect the confidentiality of individuals or businessesnp,,,,,,
